guid	entry_status	major	in_school_earning	fin_aid_0	fin_aid_3000	fin_aid_10000
492	FTF	Criminal Justice	4500	11.9740541	14.612122699999999	25.13226054
492	FTF	Criminal Justice	10500	18.05773584	22.95107701	51.72455189
520	FTF	Cultural Resources Management	0	8.980444005	11.05871358	18.29840515
520	FTF	Cultural Resources Management	4500	12.26159138	15.14962955	27.56775525
520	FTF	Cultural Resources Management	10500	19.04591525	24.85612397	65.87373263
442	FTF	Dance	0	4.324636398	5.770585744	10.72507767
442	FTF	Dance	4500	6.59081333	8.544724169	19.05458078
442	FTF	Dance	10500	11.26288451	16.06071093	114.2998644
443	FTF	Dance - Performance	0	7.571642186	9.315523797	15.10662513
443	FTF	Dance - Performance	4500	10.3050849	12.63112382	22.2612712
443	FTF	Dance - Performance	10500	15.68782999	20.16821513	48.31685891
491	FTF	Deaf Studies	0	8.14528154	10.27806302	18.61282853
491	FTF	Deaf Studies	4500	11.55030773	14.76258366	33.8533699
491	FTF	Deaf Studies	10500	19.59536864	28.5202729	125.5476288
435	FTF	Design	0			
435	FTF	Design	4500			
435	FTF	Design	10500			
465	FTF	Dietetics/Nutritional Science	0	12.72004803	15.84138047	27.99211346
465	FTF	Dietetics/Nutritional Science	4500	17.72457414	22.46305548	48.207412
465	FTF	Dietetics/Nutritional Science	10500	29.36881343	41.33588216	163.4951185
483	FTF	Earth Science	0	8.803410598	10.81665054	17.67534606
483	FTF	Earth Science	4500	11.97383417	14.72502311	25.98146223
483	FTF	Earth Science	10500	18.36737032	23.61920573	65.73478034
496	FTF	Economics	0	8.60510128	10.46451242	16.66033049
496	FTF	Economics	4500	11.5229248	14.014335500000001	24.13815173
496	FTF	Economics	10500	17.27918288	21.99056812	52.07746117
404	FTF	Education	0	8.987195774	11.52637191	21.83565565
404	FTF	Education	4500	13.08160624	17.08649254	36.85471111
404	FTF	Education	10500	23.0066857	32.39297357	95.28650476
513	FTF	Diversified Studies in Education	0	13.57507169	16.53485788	26.95338173
513	FTF	Diversified Studies in Education	4500	18.26471725	22.43060264	40.08004831
513	FTF	Diversified Studies in Education	10500	28.02164948	36.26000345	96.27235022
419	FTF	Electrical and Electronic Engineering	0	20.37459845	24.11245006	37.26938631
419	FTF	Electrical and Electronic Engineering	4500	26.282439299999997	31.50776507	55.84853987
419	FTF	Electrical and Electronic Engineering	10500	38.65697262	49.98749958	139.9544341
418	FTF	Electrical Engineering	0	17.87481587	20.8722241	31.08838053
418	FTF	Electrical Engineering	4500	22.59836819	26.69753977	43.75530999
418	FTF	Electrical Engineering	10500	32.12022194	40.06014614	94.26153839
428	FTF	Electronic Engineering Technology	0	16.18339105	19.10902015	29.31433127
428	FTF	Electronic Engineering Technology	4500	20.80685282	24.88048933	42.58863604
428	FTF	Electronic Engineering Technology	10500	30.36758222	38.63268041	105.69592
413	FTF	Engineering	0	17.12343166	20.13750329	30.06908128
413	FTF	Engineering	4500	21.85688404	25.87868031	41.24402909
413	FTF	Engineering	10500	31.03333753	38.14545146	83.03321967
426	FTF	Engineering Technology	0	16.753867800000002	20.11384722	32.12113974
426	FTF	Engineering Technology	4500	22.08243471	26.85458777	48.36244151
426	FTF	Engineering Technology	10500	33.38311222	43.44084763	193.0296791
466	FTF	English	0	8.333680735	10.38695744	17.9266667
466	FTF	English	4500	11.59063154	14.54817859	29.57369679
466	FTF	English	10500	18.75937555	25.80107735	125.28304
519	FTF	English Literature	0			
519	FTF	English Literature	4500			
519	FTF	English Literature	10500			
516	FTF	Entrepreneurship & Small Business Management	0	9.692132287	12.01630075	20.72305233
516	FTF	Entrepreneurship & Small Business Management	4500	13.39197866	16.80090825	34.40686038
516	FTF	Entrepreneurship & Small Business Management	10500	21.69214009	29.92617854	73.12700962
457	FTF	Environmental and Occupational Health	0	12.039698300000001	14.28363837	21.45587075
457	FTF	Environmental and Occupational Health	4500	15.54989901	18.47337429	28.98173266
457	FTF	Environmental and Occupational Health	10500	22.13166838	26.96897773	52.61429575
373	FTF	Environmental Biology & Ecology	0	8.495304254	10.62998141	18.93327554
373	FTF	Environmental Biology & Ecology	4500	11.89983462	15.09722827	35.44406353
373	FTF	Environmental Biology & Ecology	10500	19.91801917	29.21947371	120.7820757
432	FTF	Environmental Engineering Technology	0	9.244694613	11.43283945	19.37439569
432	FTF	Environmental Engineering Technology	4500	12.71507241	15.84944115	30.73098727
432	FTF	Environmental Engineering Technology	10500	20.23060184	27.21275427	82.28572458
509	FTF	Environmental Studies	0			
509	FTF	Environmental Studies	4500			
509	FTF	Environmental Studies	10500			
505	FTF	Ethnic Studies	0	3.72325786	4.7912245	7.678375515
505	FTF	Ethnic Studies	4500	5.35465658	6.562184568999999	10.0789475
505	FTF	Ethnic Studies	10500	7.916941506000001	9.488712928	14.34263108
370	FTF	European Studies	0	8.779865926	10.82782812	18.05361889
370	FTF	European Studies	4500	12.01585442	14.88408294	27.91000209
370	FTF	European Studies	10500	18.81520307	24.91317685	69.12137423
407	FTF	Exercise Science	0	9.244694613	11.43283945	19.37439569
407	FTF	Exercise Science	4500	12.71507241	15.84944115	30.73098727
407	FTF	Exercise Science	10500	20.23060184	27.21275427	82.28572458
463	FTF	Family and Consumer Sciences	0	6.090608747	7.831558202	14.0580031
463	FTF	Family and Consumer Sciences	4500	8.839403226	11.28838893	23.35403758
463	FTF	Family and Consumer Sciences	10500	14.73774853	20.41770227	83.74022137
385	FTF	Finance	0	10.71778294	12.94042782	20.49040147
385	FTF	Finance	4500	14.218369899999999	17.2510312	29.59818182
385	FTF	Finance	10500	21.24856316	26.99968725	72.63675348
493	FTF	Fire Protection Administration	0	5.985757709	7.417177856	11.78723271
493	FTF	Fire Protection Administration	4500	8.20637295	9.993440624	16.30485435
493	FTF	Fire Protection Administration	10500	12.1917804	15.08985594	29.92965664
362	FTF	Food Science and Technology	0			
362	FTF	Food Science and Technology	4500			
362	FTF	Food Science and Technology	10500			
447	FTF	French	0	2.399622546	3.389525808	6.048047997
447	FTF	French	4500	3.909694866	5.0214167519999995	8.271946565
447	FTF	French	10500	6.2677049689999995	7.7213202270000005	12.94046897
498	FTF	Geography	0	5.417548931000001	6.821259548	11.06353875
498	FTF	Geography	4500	7.59263402	9.331592775	15.3301203
498	FTF	Geography	10500	11.45180229	14.19983474	27.61172917
482	FTF	Geology	0			
482	FTF	Geology	4500			
482	FTF	Geology	10500			
448	FTF	German	0	6.501443266	8.036455522999999	12.92799536
448	FTF	German	4500	8.89419937	10.87389595	18.59533997
448	FTF	German	10500	13.40287209	16.97648104	38.34003894
401	FTF	Graphic Communications	0	10.82090226	13.76427842	28.23764576
401	FTF	Graphic Communications	4500	15.63064177	20.80084836	
401	FTF	Graphic Communications	10500	30.46463367		197.6454156
444	FTF	Graphic Design	0	9.82670195	12.41231479	23.03840153
444	FTF	Graphic Design	4500	13.98840769	18.05539213	43.91857797
444	FTF	Graphic Design	10500	24.32256324	36.26693148	190.4584919
453	FTF	Health Care Management/Administration	0	9.289191572	11.49876647	19.49880204
453	FTF	Health Care Management/Administration	4500	12.79409065	15.95762066	30.56634518
453	FTF	Health Care Management/Administration	10500	20.35432175	27.21697489	80.13388867
456	FTF	Health Education	0	9.221905285	11.46479662	20.08704326
456	FTF	Health Education	4500	12.79744348	16.13557605	36.34818709
456	FTF	Health Education	10500	21.09000462	30.33673547	70.18414182
452	FTF	Health Science	0	7.9632555289999996	9.909770935	16.89246152
452	FTF	Health Science	4500	11.04151652	13.79392196	27.27018505
452	FTF	Health Science	10500	17.64936994	23.95578885	73.3942839
497	FTF	History	0	6.9521453179999995	8.641153251	14.24048784
497	FTF	History	4500	9.598490697	11.84748381	21.12896327
497	FTF	History	10500	14.80222006	19.12362995	49.71106821
389	FTF	Hotel and Restaurant/Hospitality Management	0	8.435883054	10.41098036	17.33089344
389	FTF	Hotel and Restaurant/Hospitality Management	4500	11.55338706	14.30321038	26.66311677
389	FTF	Hotel and Restaurant/Hospitality Management	10500	18.05683878	23.84341965	69.11109996
486	FTF	Human Development	0	8.356107182	10.31429087	17.14405972
486	FTF	Human Development	4500	11.4451403	14.16175729	26.27140746
486	FTF	Human Development	10500	17.85773602	23.52558773	59.71328223
394	FTF	Human Resources/Personnel Management	0	8.738284207000001	10.73623895	17.4698092
394	FTF	Human Resources/Personnel Management	4500	11.88110313	14.58990781	25.40619901
394	FTF	Human Resources/Personnel Management	10500	18.14104959	23.17654536	52.79058339
490	FTF	Human Services	0	6.565218903	8.402567285	15.07911718
490	FTF	Human Services	4500	9.473441871	12.09436776	25.01595959
490	FTF	Human Services	10500	15.81286245	21.91160571	88.46612894
475	FTF	Humanities	0	1.5890203809999999	2.415854484	4.490129314
475	FTF	Humanities	4500	2.839476617	3.7169388519999997	6.027020267
475	FTF	Humanities	10500	4.6505863110000005	5.66514696	8.431181774
409	FTF	Industrial Arts	0	9.555709651	11.89245821	20.97217927
409	FTF	Industrial Arts	4500	13.28732937	16.79780573	38.16428864
409	FTF	Industrial Arts	10500	22.03326335	31.81268262	82.28572458
436	FTF	Industrial Design	0	11.49936351	14.53102184	27.69342723
436	FTF	Industrial Design	4500	16.41357668	21.38202628	60.1286285
436	FTF	Industrial Design	10500	29.36654154	46.4154338	169.7114965
422	FTF	Industrial Engineering	0	14.83396772	17.60676527	27.3888046
422	FTF	Industrial Engineering	4500	19.21892218	23.10620936	40.91533568
422	FTF	Industrial Engineering	10500	28.41738689	36.72277868	87.66207692
423	FTF	Industrial Management & Technology	0	9.760892347	12.16962557	21.62169584
423	FTF	Industrial Management & Technology	4500	13.61390706	17.26548353	38.76057559
423	FTF	Industrial Management & Technology	10500	22.72774175	32.72582194	100.1201836
410	FTF	Industrial Technology	0	6.690545867000001	8.232327308	12.93018622
410	FTF	Industrial Technology	4500	9.083970395	11.01048795	17.60183747
410	FTF	Industrial Technology	10500	13.35963037	16.37690683	29.8417556
403	FTF	Information Systems	0	11.03256157	12.96015345	18.77641069
403	FTF	Information Systems	4500	14.02544986	16.42234993	24.29369187
403	FTF	Information Systems	10500	19.29682536	22.87876954	37.42157397
365	FTF	Interior Design	0			
365	FTF	Interior Design	4500			
365	FTF	Interior Design	10500			
393	FTF	International Business	0		12.05985415	19.43505395
393	FTF	International Business	4500	13.311539699999999	16.27880833	28.13841815
393	FTF	International Business	10500	20.17048602	25.68871138	54.95130683
508	FTF	International Studies	0			
508	FTF	International Studies	4500			
508	FTF	International Studies	10500			
451	FTF	Japanese	0			
451	FTF	Japanese	4500			
451	FTF	Japanese	10500			
474	FTF	Jewish Studies	0	8.586685657	10.59006027	17.62567417
474	FTF	Jewish Studies	4500	11.74977691	14.54393892	27.20796935
474	FTF	Jewish Studies	10500	18.36570222	24.29194833	68.62292366
398	FTF	Journalism	0	8.739424581	11.102485	20.76286381
398	FTF	Journalism	4500	12.53503513	16.22375016	40.22899566
398	FTF	Journalism	10500	21.93951324	33.02627515	142.6431055
406	FTF	Kinesiology	0	7.358417965	9.224036486000001	15.92259248
406	FTF	Kinesiology	4500	10.30728046	12.94288921	26.12129023
406	FTF	Kinesiology	10500	16.65389479	22.82016218	91.1460677
506	FTF	Labor Studies	0	9.244694613	11.43283945	19.37439569
506	FTF	Labor Studies	4500	12.71507241	15.84944115	30.73098727
506	FTF	Labor Studies	10500	20.23060184	27.21275427	82.28572458
512	FTF	Land Resource Management	0	8.937908582	10.99252758	18.03617933
512	FTF	Land Resource Management	4500	12.17670428	15.00003369	26.57025528
512	FTF	Land Resource Management	10500	18.74892288	24.15167288	55.46268687
366	FTF	Landscape Architecture	0	9.201773744	11.46093667	19.78010276
366	FTF	Landscape Architecture	4500	12.79313365	16.07129445	31.64053101
366	FTF	Landscape Architecture	10500	20.68199817	28.0017273	87.67727615
369	FTF	Latin/Central American Studies	0	7.155805979	8.931168819	15.13078188
369	FTF	Latin/Central American Studies	4500	9.952907181	12.40880873	23.92178959
369	FTF	Latin/Central American Studies	10500	15.78950049	21.17948073	121.3990008
510	FTF	Liberal Studies	0	8.402869184	10.35840511	17.09288108
510	FTF	Liberal Studies	4500	11.48415992	14.17350246	25.70116355
510	FTF	Liberal Studies	10500	17.78516858	23.17378807	64.33269501
469	FTF	Linguistics	0			
469	FTF	Linguistics	4500			
469	FTF	Linguistics	10500			
386	FTF	Management	0	10.60178229	13.076644	22.18071329
386	FTF	Management	4500	14.53853109	18.13232029	35.01466763
386	FTF	Management	10500	23.16192095	31.0893169	101.5759832
388	FTF	Management Systems Analysis / Operations Research	0	9.278338663	11.54441795	19.79305214
388	FTF	Management Systems Analysis / Operations Research	4500	12.87744914	16.14127792	30.99237534
388	FTF	Management Systems Analysis / Operations Research	10500	20.67268201	27.65263395	81.28097612
424	FTF	Manufacturing Engineering	0	11.11504269	13.57130964	22.01778776
424	FTF	Manufacturing Engineering	4500	14.99387877	18.38684958	32.16881112
424	FTF	Manufacturing Engineering	10500	22.86660594	29.28121602	58.25524823
429	FTF	Manufacturing Engineering Technology	0	10.4799573	13.07594842	23.1437359
429	FTF	Manufacturing Engineering Technology	4500	14.63567629	18.5607927	38.92397744
429	FTF	Manufacturing Engineering Technology	10500	24.28075987	33.86882947	119.1401703
380	FTF	Marine Biology	0	8.397395442999999	10.50998699	19.01376808
380	FTF	Marine Biology	4500	11.77282501	14.99441217	#NUM!
380	FTF	Marine Biology	10500	20.09028513	32.60567172	164.3075455
391	FTF	Marketing	0	9.881839897	12.08227239	19.88582396
391	FTF	Marketing	4500	13.36341417	16.46300033	30.35124369
391	FTF	Marketing	10500	20.70617483	27.21366028	78.75205153
425	FTF	Materials Engineering	0	21.06067557	24.89725279	38.49322597
425	FTF	Materials Engineering	4500	27.12909723	32.51938633	58.04828839
425	FTF	Materials Engineering	10500	39.937273700000006	51.821784	152.4718347
476	FTF	Mathematics	0	9.644623827	11.74170373	18.99241074
476	FTF	Mathematics	4500	12.95172175	15.84638768	28.35365852
476	FTF	Mathematics	10500	19.73923933	25.58067236	64.03093357
421	FTF	Mechanical Engineering	0	19.18673616	22.36591233	33.66064294
421	FTF	Mechanical Engineering	4500	24.22181375	28.71032356	49.0452431
421	FTF	Mechanical Engineering	10500	34.84787403	44.35016086	116.2756136
430	FTF	Mechanical Engineering Technology	0	9.244694613	11.43283945	19.37439569
430	FTF	Mechanical Engineering Technology	4500	12.71507241	15.84944115	30.73098727
430	FTF	Mechanical Engineering Technology	10500	20.23060184	27.21275427	82.28572458
461	FTF	Medical Technology	0	14.58582132	17.18672525	26.37308355
461	FTF	Medical Technology	4500	18.69769291	22.34309063	39.36749146
461	FTF	Medical Technology	10500	27.34465506	35.27613172	80.35454747
502	FTF	Mexican-American Studies	0	7.810879544	9.709095482999999	16.34537561
502	FTF	Mexican-American Studies	4500	10.80538374	13.44227297	25.24605025
502	FTF	Mexican-American Studies	10500	17.04139937	22.57475951	62.28477803
376	FTF	Microbiology	0			
376	FTF	Microbiology	4500			
376	FTF	Microbiology	10500			
400	FTF	Multimedia	0			
400	FTF	Multimedia	4500			
400	FTF	Multimedia	10500			
439	FTF	Music	0			
439	FTF	Music	4500			
439	FTF	Music	10500			
438	FTF	Music - Performance	0			
438	FTF	Music - Performance	4500			
438	FTF	Music - Performance	10500			
518	FTF	Music Education	0	10.19931646	12.58791371	21.25217113
518	FTF	Music Education	4500	13.99197776	17.42253679	33.15581224
518	FTF	Music Education	10500	22.17491129	29.55318496	88.07587123
511	FTF	Natural Science	0	9.083306897	11.26350114	19.43308326
511	FTF	Natural Science	4500	12.54956169	15.735934799999999	33.39678087
511	FTF	Natural Science	10500	20.35692382	28.52754339	64.07761336
358	FTF	Nursing	0			
358	FTF	Nursing	4500			
358	FTF	Nursing	10500			
411	FTF	Occupational Studies	0	9.244694613	11.43283945	19.37439569
411	FTF	Occupational Studies	4500	12.71507241	15.84944115	30.73098727
411	FTF	Occupational Studies	10500	20.23060184	27.21275427	82.28572458
454	FTF	Occupational Therapy	0	9.843764324	12.2006329	20.85301307
454	FTF	Occupational Therapy	4500	13.59151389	17.00934095	32.74616798
454	FTF	Occupational Therapy	10500	21.78187918	29.18845413	86.77338657
433	FTF	Performing Arts	0	9.212054691	11.63914937	23.25812426
433	FTF	Performing Arts	4500	13.14490405	17.24691568	
433	FTF	Performing Arts	10500	25.17288433		65.92897627
472	FTF	Philosophy	0	7.431261641	9.369602115	16.55076819
472	FTF	Philosophy	4500	10.50637108	13.310982300000001	28.06310963
472	FTF	Philosophy	10500	17.35673122	24.28778785	83.2521364
479	FTF	Physics	0	6.752301525	8.489101055	14.6544533
479	FTF	Physics	4500	9.491233821	11.916656199999998	24.42495237
479	FTF	Physics	10500	15.32881479	21.14133695	71.60261153
514	FTF	Physiology	0	6.85683319	8.459749412999999	13.64833807
514	FTF	Physiology	4500	9.360496787	11.45394764	19.83127787
514	FTF	Physiology	10500	14.15898663	18.0444128	42.53436851
499	FTF	Political Science	0	7.2948626039999995	9.072956691	15.0161685
499	FTF	Political Science	4500	10.08531427	12.47241957	22.22053042
499	FTF	Political Science	10500	15.61226644	20.15493205	50.58632572
387	FTF	Production and Operations Management	0	11.67412235	14.14703812	22.38260573
387	FTF	Production and Operations Management	4500	15.56577825	18.90127045	31.48572028
387	FTF	Production and Operations Management	10500	23.18162824	29.00639478	64.91253342
484	FTF	Psychology	0	7.08325798	8.946435912	15.67161948
484	FTF	Psychology	4500	10.03018112	12.67369129	25.85128798
484	FTF	Psychology	10500	16.40807507	22.59263193	85.26158004
487	FTF	Public Administration	0	8.876704472	11.00134883	18.37902023
487	FTF	Public Administration	4500	12.23252241	15.18477999	27.41061281
487	FTF	Public Administration	10500	19.130824399999998	24.84427043	58.84253065
455	FTF	Public Health	0	9.362429056	11.74041066	21.76451707
455	FTF	Public Health	4500	13.185194899999999	16.94475193	
455	FTF	Public Health	10500	23.07625396	38.88846256	153.4949874
515	FTF	Public Relations	0	10.61733676	13.39504105	25.49699253
515	FTF	Public Relations	4500	15.11205725	19.64799926	69.8190758
515	FTF	Public Relations	10500	27.07660725	44.74279155	170.6854008
399	FTF	Radio/Television/Broadcast	0	7.562923982999999	9.539750183999999	16.87878257
399	FTF	Radio/Television/Broadcast	4500	10.70035299	13.56614426	28.76698022
399	FTF	Radio/Television/Broadcast	10500	17.70330781	24.82595616	93.87336099
462	FTF	Radiologic Science & Technology	0	18.57598653	22.36932226	36.39391578
462	FTF	Radiologic Science & Technology	4500	24.61085626	30.12265251	58.79241777
462	FTF	Radiologic Science & Technology	10500	37.93790374	51.21189923	109.6520611
392	FTF	Real Estate	0	10.57420676	12.9588396	21.30020428
392	FTF	Real Estate	4500	14.34580212	17.67994143	31.78497728
392	FTF	Real Estate	10500	22.15551015	28.742719399999995	75.79778582
488	FTF	Recreation Management & Administration	0	8.383023407	10.33599181	17.12231898
