Campus,Student Path,Entry Stat,Old_Hegis,HEGIS at Exit,Major,industry,number_of_students_found_5_years_after_exit,median_annual_earnings_5_years_after_exit,average_annual_earnings_5_years_after_exit,number_of_students_found_10_years_after_exit,median_annual_earnings_10_years_after_exit,average_annual_earnings_10_years_after_exit
45,1,FTF + FTT,00000,00000,Undeclared/Unknown,Other Services,7,27385,36306,,,
45,1,FTF + FTT,00000,00000,Undeclared/Unknown,Government,50,54325,57943,44,65788,66928
45,1,FTF + FTT,00000,00000,Undeclared/Unknown,Wages - No NAICS Code,31,7063,21455,22,10356,34013
45,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Wholesale Trade,,,,,,
45,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Retail Trade,,,,,,
45,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Transportation & Warehousing,,,,,,
45,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Finance & Insurance,,,,6,92131,95630
45,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"Professional, Scientific, & Technical Skills",,,,,,
45,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Admin & Support & Waste Mgmt & Remediation,22,49040,48762,5,41716,56582
45,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Educational Services,96,96177,93940,50,102008,102800
45,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Health Care & Social Assistance,470,92466,94212,226,105965,104389
45,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Accommodation & Food Services,,,,,,
45,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Other Services,,,,,,
45,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Government,75,91076,92172,36,103692,103252
45,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Wages - No NAICS Code,13,14508,47572,6,13405,19358
45,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,Construction,,,,,,
45,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,Wholesale Trade,,,,,,
45,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,Retail Trade,,,,,,
45,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,Transportation & Warehousing,,,,,,
45,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,Information,,,,,,
45,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,Finance & Insurance,,,,,,
45,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,Real Estate & Rental & Leasing,,,,,,
45,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,"Professional, Scientific, & Technical Skills",,,,,,
45,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,Educational Services,24,33586,39907,20,48235,44551
45,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,Health Care & Social Assistance,,,,,,
45,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,Other Services,,,,,,
45,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,Government,,,,,,
45,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,Wages - No NAICS Code,,,,,,
45,1,FTF + FTT,04011,04011,Biology,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,1,FTF + FTT,04011,04011,Biology,Utilities,,,,,,
45,1,FTF + FTT,04011,04011,Biology,Construction,,,,,,
45,1,FTF + FTT,04011,04011,Biology,Manufacturing,31,53510,51001,11,80302,74160
45,1,FTF + FTT,04011,04011,Biology,Wholesale Trade,11,48317,63666,6,77724,128892
45,1,FTF + FTT,04011,04011,Biology,Retail Trade,16,20033,30044,5,38592,96146
45,1,FTF + FTT,04011,04011,Biology,Transportation & Warehousing,,,,,,
45,1,FTF + FTT,04011,04011,Biology,Information,,,,,,
45,1,FTF + FTT,04011,04011,Biology,Finance & Insurance,6,53589,55114,,,
45,1,FTF + FTT,04011,04011,Biology,Real Estate & Rental & Leasing,,,,,,
45,1,FTF + FTT,04011,04011,Biology,"Professional, Scientific, & Technical Skills",22,36692,38796,9,56072,62935
45,1,FTF + FTT,04011,04011,Biology,Management of Companies & Enterprises,,,,,,
45,1,FTF + FTT,04011,04011,Biology,Admin & Support & Waste Mgmt & Remediation,17,30716,37749,,,
45,1,FTF + FTT,04011,04011,Biology,Educational Services,42,50864,43691,22,66811,70460
45,1,FTF + FTT,04011,04011,Biology,Health Care & Social Assistance,55,40412,43926,31,54969,59228
45,1,FTF + FTT,04011,04011,Biology,"Arts, Entertainment, & Recreation",5,39693,38307,,,
45,1,FTF + FTT,04011,04011,Biology,Accommodation & Food Services,,,,,,
45,1,FTF + FTT,04011,04011,Biology,Other Services,,,,,,
45,1,FTF + FTT,04011,04011,Biology,Government,12,50101,53879,8,90623,103649
45,1,FTF + FTT,04011,04011,Biology,Wages - No NAICS Code,12,6413,14852,,,
45,1,FTF + FTT,04111,04111,Microbiology,Utilities,,,,,,
45,1,FTF + FTT,04111,04111,Microbiology,Manufacturing,11,51422,51227,,,
45,1,FTF + FTT,04111,04111,Microbiology,Wholesale Trade,,,,,,
45,1,FTF + FTT,04111,04111,Microbiology,Retail Trade,,,,,,
45,1,FTF + FTT,04111,04111,Microbiology,Finance & Insurance,,,,,,
45,1,FTF + FTT,04111,04111,Microbiology,Real Estate & Rental & Leasing,,,,,,
45,1,FTF + FTT,04111,04111,Microbiology,"Professional, Scientific, & Technical Skills",,,,,,
45,1,FTF + FTT,04111,04111,Microbiology,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,1,FTF + FTT,04111,04111,Microbiology,Educational Services,6,41303,44264,,,
45,1,FTF + FTT,04111,04111,Microbiology,Health Care & Social Assistance,17,66684,62116,13,100149,97123
45,1,FTF + FTT,04111,04111,Microbiology,Accommodation & Food Services,,,,,,
45,1,FTF + FTT,04111,04111,Microbiology,Government,6,72826,69557,5,74335,74582
45,1,FTF + FTT,04111,04111,Microbiology,Wages - No NAICS Code,,,,,,
45,1,FTF + FTT,04141,04141,Biochemistry,Manufacturing,14,56120,56504,,,
45,1,FTF + FTT,04141,04141,Biochemistry,Wholesale Trade,5,26191,36642,,,
45,1,FTF + FTT,04141,04141,Biochemistry,Retail Trade,5,21209,25478,,,
45,1,FTF + FTT,04141,04141,Biochemistry,Finance & Insurance,,,,,,
45,1,FTF + FTT,04141,04141,Biochemistry,"Professional, Scientific, & Technical Skills",7,49149,55826,5,74711,72785
45,1,FTF + FTT,04141,04141,Biochemistry,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,1,FTF + FTT,04141,04141,Biochemistry,Educational Services,6,61830,57157,,,
45,1,FTF + FTT,04141,04141,Biochemistry,Health Care & Social Assistance,6,39098,36859,6,40467,62753
45,1,FTF + FTT,04141,04141,Biochemistry,Accommodation & Food Services,,,,,,
45,1,FTF + FTT,04141,04141,Biochemistry,Government,7,59191,58047,,,
45,1,FTF + FTT,04141,04141,Biochemistry,Wages - No NAICS Code,,,,,,
45,1,FTF + FTT,05011,05011,Business Administration,"Agriculture, Forestry, Fishing, & Hunting",13,27644,33694,6,17842,17723
45,1,FTF + FTT,05011,05011,Business Administration,Mining,,,,,,
45,1,FTF + FTT,05011,05011,Business Administration,Utilities,51,79475,88427,35,90373,89804
45,1,FTF + FTT,05011,05011,Business Administration,Construction,50,51440,50986,32,53118,54186
45,1,FTF + FTT,05011,05011,Business Administration,Manufacturing,210,54547,55238,95,67146,73931
45,1,FTF + FTT,05011,05011,Business Administration,Wholesale Trade,371,44371,47828,176,50038,59114
45,1,FTF + FTT,05011,05011,Business Administration,Retail Trade,324,42958,46747,124,58094,60775
45,1,FTF + FTT,05011,05011,Business Administration,Transportation & Warehousing,121,44498,46890,57,53418,62786
45,1,FTF + FTT,05011,05011,Business Administration,Information,212,53793,57509,91,66370,73143
45,1,FTF + FTT,05011,05011,Business Administration,Finance & Insurance,690,55803,59305,302,67527,75301
45,1,FTF + FTT,05011,05011,Business Administration,Real Estate & Rental & Leasing,147,52525,54220,69,62315,74136
45,1,FTF + FTT,05011,05011,Business Administration,"Professional, Scientific, & Technical Skills",487,57480,58203,202,64690,72089
45,1,FTF + FTT,05011,05011,Business Administration,Management of Companies & Enterprises,14,59725,62257,7,68607,74620
45,1,FTF + FTT,05011,05011,Business Administration,Admin & Support & Waste Mgmt & Remediation,226,41876,44670,106,48868,52333
45,1,FTF + FTT,05011,05011,Business Administration,Educational Services,224,47443,45541,127,54404,54640
45,1,FTF + FTT,05011,05011,Business Administration,Health Care & Social Assistance,280,44151,45310,147,54871,59068
45,1,FTF + FTT,05011,05011,Business Administration,"Arts, Entertainment, & Recreation",38,40280,40173,18,42666,48524
45,1,FTF + FTT,05011,05011,Business Administration,Accommodation & Food Services,114,33780,35581,35,35697,41427
45,1,FTF + FTT,05011,05011,Business Administration,Other Services,87,38883,38769,39,47520,52482
45,1,FTF + FTT,05011,05011,Business Administration,Non-Classified,10,22407,28630,7,23400,26234
45,1,FTF + FTT,05011,05011,Business Administration,Government,407,57686,58376,268,65193,68518
45,1,FTF + FTT,05011,05011,Business Administration,Wages - No NAICS Code,297,35100,41955,135,44770,62558
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Utilities,,,,,,
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Construction,,,,,,
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Manufacturing,18,42774,44964,9,58463,61940
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Wholesale Trade,19,42871,41186,9,51845,51485
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Retail Trade,33,24142,32470,14,27369,32751
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Transportation & Warehousing,6,35248,29675,,,
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Information,164,42321,44762,74,66747,73416
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Finance & Insurance,29,46360,46931,10,58513,55136
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Real Estate & Rental & Leasing,8,46715,40848,,,
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"Professional, Scientific, & Technical Skills",63,43167,44092,37,59083,64874
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Management of Companies & Enterprises,,,,,,
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Admin & Support & Waste Mgmt & Remediation,40,30815,29558,18,28873,30142
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Educational Services,32,35261,34593,23,44772,44359
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Health Care & Social Assistance,34,26968,31206,13,28387,33597
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"Arts, Entertainment, & Recreation",24,25374,27121,11,56688,66958
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Accommodation & Food Services,24,19604,26180,7,33465,38139
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Other Services,13,35168,34712,,,
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Non-Classified,,,,,,
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Government,28,39094,48589,11,62344,60161
45,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Wages - No NAICS Code,31,4220,12678,20,13107,16989
45,1,FTF + FTT,06994 + 08392,08392,Graphic Communications,Manufacturing,,,,,,
45,1,FTF + FTT,06994 + 08392,08392,Graphic Communications,Wholesale Trade,,,,,,
45,1,FTF + FTT,06994 + 08392,08392,Graphic Communications,"Professional, Scientific, & Technical Skills",,,,,,
45,1,FTF + FTT,06994 + 08392,08392,Graphic Communications,Educational Services,,,,,,
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Utilities,5,101563,101193,6,114715,119894
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Construction,,,,,,
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Manufacturing,12,78981,86781,7,96091,92648
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Wholesale Trade,10,48949,50440,7,67664,71811
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Retail Trade,9,56824,57972,,,
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Transportation & Warehousing,,,,,,
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Information,30,68659,80608,15,113689,129214
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Finance & Insurance,15,86849,80269,12,91335,90177
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"Professional, Scientific, & Technical Skills",34,72284,74246,24,73815,73328
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Admin & Support & Waste Mgmt & Remediation,10,65680,60926,5,121654,112082
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Educational Services,7,49649,52520,6,60914,62655
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Health Care & Social Assistance,7,83628,82651,6,92671,81969
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"Arts, Entertainment, & Recreation",,,,,,
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Accommodation & Food Services,,,,,,
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Other Services,,,,,,
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Government,19,73269,70910,14,95255,97450
45,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Wages - No NAICS Code,8,8084,29885,6,6467,14632
45,1,FTF + FTT,07021,07021,Information Systems,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,1,FTF + FTT,07021,07021,Information Systems,Utilities,12,93210,95044,17,110364,104069
45,1,FTF + FTT,07021,07021,Information Systems,Construction,,,,5,98421,99839
45,1,FTF + FTT,07021,07021,Information Systems,Manufacturing,25,57703,55824,22,67183,70712
45,1,FTF + FTT,07021,07021,Information Systems,Wholesale Trade,61,46601,46778,37,50901,59351
45,1,FTF + FTT,07021,07021,Information Systems,Retail Trade,46,40267,49314,27,55471,62414
45,1,FTF + FTT,07021,07021,Information Systems,Transportation & Warehousing,31,49081,51303,23,56593,59570
45,1,FTF + FTT,07021,07021,Information Systems,Information,48,60257,72503,31,96963,94496
45,1,FTF + FTT,07021,07021,Information Systems,Finance & Insurance,79,56342,59088,59,63420,70016
45,1,FTF + FTT,07021,07021,Information Systems,Real Estate & Rental & Leasing,9,38208,38163,6,59430,61556
45,1,FTF + FTT,07021,07021,Information Systems,"Professional, Scientific, & Technical Skills",104,55172,59940,60,70475,74713
45,1,FTF + FTT,07021,07021,Information Systems,Management of Companies & Enterprises,,,,,,
45,1,FTF + FTT,07021,07021,Information Systems,Admin & Support & Waste Mgmt & Remediation,36,56275,57999,21,70861,65983
45,1,FTF + FTT,07021,07021,Information Systems,Educational Services,58,59579,60176,51,62915,69538
45,1,FTF + FTT,07021,07021,Information Systems,Health Care & Social Assistance,39,44300,51024,33,46883,54822
45,1,FTF + FTT,07021,07021,Information Systems,"Arts, Entertainment, & Recreation",8,40811,42103,7,67077,65644
45,1,FTF + FTT,07021,07021,Information Systems,Accommodation & Food Services,18,50692,43899,12,52081,56768
45,1,FTF + FTT,07021,07021,Information Systems,Other Services,12,53747,54795,11,48626,55282
45,1,FTF + FTT,07021,07021,Information Systems,Government,109,67421,67894,104,77690,78090
45,1,FTF + FTT,07021,07021,Information Systems,Wages - No NAICS Code,46,17915,37178,26,14776,38036
45,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,Utilities,,,,,,
45,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,Construction,,,,,,
45,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,Manufacturing,,,,,,
45,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,Retail Trade,,,,,,
45,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,Information,,,,,,
45,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,"Professional, Scientific, & Technical Skills",,,,,,
45,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,Educational Services,31,59997,54353,26,60695,54486
45,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,Health Care & Social Assistance,6,41166,40178,6,53316,50407
45,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,"Arts, Entertainment, & Recreation",,,,,,
45,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,Government,,,,,,
45,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,Wages - No NAICS Code,,,,,,
45,1,FTF + FTT,08231 + 08232,08232,Child Development,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Utilities,,,,5,82729,72457
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Construction,,,,,,
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Manufacturing,18,44354,44132,6,74610,66014
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Wholesale Trade,18,31639,41286,11,47661,66479
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Retail Trade,29,34514,36021,15,42160,44890
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Transportation & Warehousing,12,23762,30686,6,35270,29687
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Information,,,,,,
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Finance & Insurance,29,42158,42972,14,35440,39166
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Real Estate & Rental & Leasing,6,42635,37782,,,
45,1,FTF + FTT,08231 + 08232,08232,Child Development,"Professional, Scientific, & Technical Skills",20,37443,37930,19,36053,40113
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Admin & Support & Waste Mgmt & Remediation,34,28254,46277,17,34875,33227
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Educational Services,755,44902,42147,495,59861,54530
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Health Care & Social Assistance,364,33201,32942,174,38366,36843
45,1,FTF + FTT,08231 + 08232,08232,Child Development,"Arts, Entertainment, & Recreation",7,27496,28586,,,
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Accommodation & Food Services,8,22940,24977,,,
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Other Services,27,33150,35570,13,36461,36541
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Non-Classified,,,,,,
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Government,104,55082,56965,90,63736,63862
45,1,FTF + FTT,08231 + 08232,08232,Child Development,Wages - No NAICS Code,39,8016,13533,35,6063,20349
45,1,FTF + FTT,08351,08351,Kinesiology,Utilities,,,,,,
45,1,FTF + FTT,08351,08351,Kinesiology,Construction,,,,,,
45,1,FTF + FTT,08351,08351,Kinesiology,Manufacturing,,,,,,
45,1,FTF + FTT,08351,08351,Kinesiology,Wholesale Trade,,,,,,
45,1,FTF + FTT,08351,08351,Kinesiology,Retail Trade,11,19569,33958,,,
45,1,FTF + FTT,08351,08351,Kinesiology,Transportation & Warehousing,8,43790,48139,,,
45,1,FTF + FTT,08351,08351,Kinesiology,Finance & Insurance,5,52487,48885,,,
45,1,FTF + FTT,08351,08351,Kinesiology,"Professional, Scientific, & Technical Skills",,,,,,
45,1,FTF + FTT,08351,08351,Kinesiology,Admin & Support & Waste Mgmt & Remediation,8,25177,24960,,,
45,1,FTF + FTT,08351,08351,Kinesiology,Educational Services,70,51526,50354,35,78104,67932
45,1,FTF + FTT,08351,08351,Kinesiology,Health Care & Social Assistance,41,36474,38831,10,34074,48777
45,1,FTF + FTT,08351,08351,Kinesiology,"Arts, Entertainment, & Recreation",10,50846,47673,,,
45,1,FTF + FTT,08351,08351,Kinesiology,Accommodation & Food Services,5,15451,19850,,,
45,1,FTF + FTT,08351,08351,Kinesiology,Other Services,7,21770,25917,,,
45,1,FTF + FTT,08351,08351,Kinesiology,Non-Classified,,,,,,
45,1,FTF + FTT,08351,08351,Kinesiology,Government,10,59227,63838,5,84391,86834
45,1,FTF + FTT,08351,08351,Kinesiology,Wages - No NAICS Code,10,10332,14059,6,31277,38864
45,1,FTF + FTT,08393,08393,Industrial Arts,Wholesale Trade,,,,,,
45,1,FTF + FTT,08393,08393,Industrial Arts,Retail Trade,,,,,,
45,1,FTF + FTT,08393,08393,Industrial Arts,Transportation & Warehousing,,,,,,
45,1,FTF + FTT,08393,08393,Industrial Arts,"Professional, Scientific, & Technical Skills",,,,,,
45,1,FTF + FTT,08393,08393,Industrial Arts,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,1,FTF + FTT,08393,08393,Industrial Arts,Educational Services,,,,,,
45,1,FTF + FTT,08393,08393,Industrial Arts,Health Care & Social Assistance,,,,,,
45,1,FTF + FTT,08393,08393,Industrial Arts,"Arts, Entertainment, & Recreation",,,,,,
45,1,FTF + FTT,08393,08393,Industrial Arts,Government,,,,,,
45,1,FTF + FTT,08394,08394,Industrial Technology,Mining,,,,,,
45,1,FTF + FTT,08394,08394,Industrial Technology,Utilities,5,105092,96638,,,
45,1,FTF + FTT,08394,08394,Industrial Technology,Construction,14,59865,104617,,,
45,1,FTF + FTT,08394,08394,Industrial Technology,Manufacturing,62,64746,67311,34,73273,75825
45,1,FTF + FTT,08394,08394,Industrial Technology,Wholesale Trade,25,63430,62027,11,71856,74332
45,1,FTF + FTT,08394,08394,Industrial Technology,Retail Trade,14,46937,43943,5,59245,57993
45,1,FTF + FTT,08394,08394,Industrial Technology,Transportation & Warehousing,28,47368,48132,21,50848,51226
45,1,FTF + FTT,08394,08394,Industrial Technology,Information,5,37890,27808,,,
45,1,FTF + FTT,08394,08394,Industrial Technology,Finance & Insurance,5,48439,51647,,,
45,1,FTF + FTT,08394,08394,Industrial Technology,Real Estate & Rental & Leasing,,,,,,
45,1,FTF + FTT,08394,08394,Industrial Technology,"Professional, Scientific, & Technical Skills",21,68466,69465,12,76827,72538
45,1,FTF + FTT,08394,08394,Industrial Technology,Admin & Support & Waste Mgmt & Remediation,10,40168,43504,6,13516,25318
45,1,FTF + FTT,08394,08394,Industrial Technology,Educational Services,27,57378,54879,21,62673,62667
45,1,FTF + FTT,08394,08394,Industrial Technology,Health Care & Social Assistance,6,34387,39415,5,52582,54579
45,1,FTF + FTT,08394,08394,Industrial Technology,"Arts, Entertainment, & Recreation",7,32620,31092,,,
45,1,FTF + FTT,08394,08394,Industrial Technology,Accommodation & Food Services,,,,,,
45,1,FTF + FTT,08394,08394,Industrial Technology,Other Services,5,28392,28146,,,
45,1,FTF + FTT,08394,08394,Industrial Technology,Government,23,71903,66579,22,85087,84707
45,1,FTF + FTT,08394,08394,Industrial Technology,Wages - No NAICS Code,7,19872,27038,10,13353,27630
45,1,FTF + FTT,08395,08395,Occupational Studies,Educational Services,11,76681,73701,6,55896,70391
45,1,FTF + FTT,08395,08395,Occupational Studies,Wages - No NAICS Code,,,,,,
45,1,FTF + FTT,08396,08396,Aviation,Manufacturing,5,65299,56622,,,
45,1,FTF + FTT,08396,08396,Aviation,Wholesale Trade,,,,,,
45,1,FTF + FTT,08396,08396,Aviation,Retail Trade,,,,,,
45,1,FTF + FTT,08396,08396,Aviation,Transportation & Warehousing,19,46232,49567,,,
45,1,FTF + FTT,08396,08396,Aviation,Information,,,,,,
45,1,FTF + FTT,08396,08396,Aviation,Finance & Insurance,,,,,,
45,1,FTF + FTT,08396,08396,Aviation,"Professional, Scientific, & Technical Skills",,,,,,
45,1,FTF + FTT,08396,08396,Aviation,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,1,FTF + FTT,08396,08396,Aviation,Educational Services,,,,,,
45,1,FTF + FTT,08396,08396,Aviation,Health Care & Social Assistance,,,,,,
45,1,FTF + FTT,08396,08396,Aviation,Accommodation & Food Services,,,,,,
45,1,FTF + FTT,08396,08396,Aviation,Government,8,75105,81629,,,
45,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,Utilities,,,,,,
45,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,Manufacturing,,,,,,
45,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,"Professional, Scientific, & Technical Skills",,,,,,
45,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,Government,,,,,,
45,1,FTF + FTT,09081,09081,Civil Engineering,Mining,,,,,,
45,1,FTF + FTT,09081,09081,Civil Engineering,Utilities,14,97148,104020,9,123556,128779
45,1,FTF + FTT,09081,09081,Civil Engineering,Construction,6,68540,66371,,,
45,1,FTF + FTT,09081,09081,Civil Engineering,Manufacturing,,,,,,
45,1,FTF + FTT,09081,09081,Civil Engineering,Wholesale Trade,,,,,,
45,1,FTF + FTT,09081,09081,Civil Engineering,Retail Trade,,,,,,
45,1,FTF + FTT,09081,09081,Civil Engineering,Transportation & Warehousing,,,,,,
45,1,FTF + FTT,09081,09081,Civil Engineering,Information,,,,,,
45,1,FTF + FTT,09081,09081,Civil Engineering,Finance & Insurance,,,,,,
