Campus,Location,Student Path,Entry Stat,HEGIS At ExitOLD,HEGIS At Exit,Major,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year
55,Dominguez Hills,2,FTF + FTT,11051,11051,Spanish,86,61,"$10,397 ","$25,633 ","$33,926 ","$25,926 ",41,5
55,Dominguez Hills,2,FTF + FTT,11051,11051,Spanish,86,55,"$15,074 ","$24,474 ","$37,568 ","$27,073 ",40,6
55,Dominguez Hills,2,FTF + FTT,11051,11051,Spanish,86,46,"$18,827 ","$29,854 ","$39,172 ","$31,278 ",32,7
55,Dominguez Hills,2,FTF + FTT,11051,11051,Spanish,86,35,"$19,421 ","$29,326 ","$38,369 ","$31,096 ",24,8
55,Dominguez Hills,2,FTF + FTT,11051,11051,Spanish,86,28,"$22,690 ","$34,948 ","$42,830 ","$34,661 ",20,9
55,Dominguez Hills,2,FTF + FTT,11051,11051,Spanish,86,26,"$21,424 ","$33,112 ","$49,981 ","$34,263 ",18,10
55,Dominguez Hills,2,FTF + FTT,11051,11051,Spanish,86,22,"$24,343 ","$33,631 ","$52,856 ","$37,830 ",14,11
55,Dominguez Hills,2,FTF + FTT,11051,11051,Spanish,86,17,"$27,041 ","$45,868 ","$60,444 ","$41,343 ",11,12
55,Dominguez Hills,2,FTF + FTT,11051,11051,Spanish,86,12,"$26,553 ","$38,659 ","$55,347 ","$39,174 ",8,13
55,Dominguez Hills,2,FTF + FTT,11051,11051,Spanish,86,11,"$21,702 ","$27,562 ","$44,339 ","$31,613 ",8,14
55,Dominguez Hills,2,FTF + FTT,11051,11051,Spanish,86,8,"$19,920 ","$23,472 ","$52,300 ","$33,316 ",6,15
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,285,"$6,919 ","$15,839 ","$33,825 ","$26,546 ",229,1
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,276,"$8,077 ","$22,009 ","$41,935 ","$33,029 ",218,2
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,265,"$13,471 ","$26,130 ","$49,194 ","$39,448 ",197,3
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,235,"$11,850 ","$26,479 ","$56,568 ","$42,501 ",181,4
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,213,"$17,845 ","$37,880 ","$72,301 ","$48,757 ",151,5
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,193,"$17,744 ","$39,162 ","$86,112 ","$52,742 ",141,6
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,164,"$23,497 ","$45,548 ","$81,257 ","$56,706 ",117,7
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,128,"$21,879 ","$49,410 ","$84,214 ","$60,103 ",92,8
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,119,"$22,175 ","$48,637 ","$82,828 ","$60,772 ",94,9
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,114,"$29,318 ","$50,446 ","$86,537 ","$64,993 ",86,10
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,106,"$31,589 ","$59,477 ","$112,744 ","$74,552 ",80,11
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,95,"$31,056 ","$49,209 ","$104,011 ","$66,788 ",77,12
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,85,"$31,654 ","$58,976 ","$106,739 ","$71,820 ",66,13
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,77,"$30,117 ","$54,903 ","$102,175 ","$72,074 ",62,14
55,Dominguez Hills,2,FTF + FTT,12011,12011,Health Science,298,66,"$29,005 ","$59,392 ","$131,808 ","$78,544 ",54,15
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,90,"$6,090 ","$17,162 ","$34,424 ","$25,850 ",68,1
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,86,"$14,842 ","$23,426 ","$42,108 ","$29,971 ",64,2
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,78,"$13,697 ","$25,883 ","$43,750 ","$31,887 ",59,3
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,70,"$20,792 ","$29,783 ","$43,952 ","$34,865 ",50,4
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,63,"$13,957 ","$28,975 ","$42,321 ","$36,404 ",43,5
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,52,"$16,670 ","$28,033 ","$46,777 ","$36,966 ",39,6
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,39,"$17,776 ","$37,637 ","$56,695 ","$44,269 ",28,7
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,26,"$21,963 ","$41,107 ","$48,332 ","$43,842 ",18,8
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,22,"$18,888 ","$39,423 ","$60,021 ","$46,860 ",16,9
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,19,"$15,666 ","$42,204 ","$62,550 ","$47,610 ",12,10
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,17,"$39,102 ","$57,318 ","$95,171 ","$68,617 ",11,11
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,17,"$26,571 ","$44,940 ","$78,076 ","$59,498 ",11,12
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,15,"$10,894 ","$41,103 ","$74,544 ","$50,665 ",10,13
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,11,"$7,319 ","$43,162 ","$77,060 ","$40,156 ",7,14
55,Dominguez Hills,2,FTF + FTT,12021,12021,Health Care Management/Administration,106,10,"$3,578 ","$37,018 ","$78,253 ","$42,631 ",7,15
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,41,"$12,980 ","$20,859 ","$31,470 ","$25,728 ",34,1
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,41,"$10,425 ","$23,836 ","$35,712 ","$25,249 ",36,2
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,40,"$8,851 ","$24,856 ","$34,369 ","$24,227 ",32,3
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,40,"$11,653 ","$29,802 ","$45,375 ","$28,646 ",32,4
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,40,"$15,749 ","$35,889 ","$45,670 ","$33,905 ",28,5
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,40,"$8,366 ","$33,588 ","$47,776 ","$32,291 ",29,6
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,40,"$10,445 ","$35,099 ","$45,443 ","$32,558 ",25,7
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,39,"$27,924 ","$39,191 ","$45,046 ","$42,831 ",22,8
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,36,"$21,672 ","$35,447 ","$47,430 ","$40,201 ",17,9
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,35,"$20,482 ","$42,763 ","$52,552 ","$41,460 ",15,10
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,35,"$22,311 ","$41,151 ","$77,265 ","$51,802 ",15,11
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,32,"$12,517 ","$34,622 ","$56,784 ","$44,623 ",16,12
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,29,"$19,621 ","$41,713 ","$70,843 ","$49,503 ",14,13
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,20,"$30,902 ","$49,143 ","$73,301 ","$59,769 ",10,14
55,Dominguez Hills,2,FTF + FTT,12081,12081,Occupational Therapy,41,18,"$38,846 ","$63,785 ","$86,037 ","$72,220 ",8,15
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,119,"$11,926 ","$22,241 ","$33,763 ","$25,552 ",82,1
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,113,"$13,632 ","$24,108 ","$38,908 ","$29,741 ",78,2
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,103,"$13,663 ","$22,972 ","$46,812 ","$31,042 ",75,3
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,90,"$15,719 ","$31,672 ","$47,256 ","$38,962 ",63,4
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,75,"$22,995 ","$35,846 ","$54,335 ","$40,169 ",52,5
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,66,"$19,897 ","$38,034 ","$56,449 ","$45,426 ",45,6
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,62,"$22,976 ","$51,665 ","$80,958 ","$54,415 ",37,7
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,57,"$25,928 ","$49,443 ","$73,225 ","$53,473 ",34,8
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,55,"$25,665 ","$51,337 ","$69,258 ","$49,010 ",36,9
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,51,"$12,934 ","$43,284 ","$69,745 ","$44,412 ",35,10
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,47,"$10,347 ","$42,989 ","$64,529 ","$43,299 ",28,11
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,41,"$14,883 ","$45,996 ","$66,876 ","$48,446 ",23,12
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,35,"$12,767 ","$45,735 ","$71,327 ","$48,469 ",19,13
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,32,"$13,621 ","$49,286 ","$64,351 ","$44,106 ",20,14
55,Dominguez Hills,2,FTF + FTT,12231 + 12232,12232,Medical Technology,132,25,"$25,522 ","$47,675 ","$80,783 ","$54,231 ",15,15
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,105,"$10,713 ","$20,858 ","$41,743 ","$32,182 ",82,1
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,101,"$14,259 ","$24,830 ","$62,487 ","$39,364 ",78,2
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,90,"$11,049 ","$33,362 ","$61,192 ","$43,299 ",78,3
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,71,"$27,755 ","$48,272 ","$81,793 ","$57,523 ",60,4
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,58,"$42,060 ","$70,688 ","$93,401 ","$71,102 ",46,5
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,49,"$49,977 ","$72,595 ","$103,657 ","$74,909 ",40,6
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,44,"$60,544 ","$79,804 ","$107,559 ","$83,668 ",35,7
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,35,"$53,243 ","$79,608 ","$104,512 ","$79,876 ",30,8
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,33,"$66,232 ","$84,632 ","$116,935 ","$87,128 ",28,9
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,27,"$71,753 ","$93,625 ","$123,351 ","$91,698 ",23,10
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,22,"$60,726 ","$88,362 ","$116,264 ","$83,321 ",17,11
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,20,"$55,521 ","$74,073 ","$116,807 ","$81,760 ",16,12
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,19,"$45,323 ","$74,821 ","$100,149 ","$72,778 ",16,13
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,16,"$16,109 ","$62,968 ","$115,121 ","$69,881 ",12,14
55,Dominguez Hills,2,FTF + FTT,12251 + 12253,12253,Radiologic Science & Technology,114,12,"$18,327 ","$26,670 ","$67,367 ","$51,631 ",10,15
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,87,"$9,028 ","$22,492 ","$36,662 ","$26,045 ",74,1
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,86,"$15,134 ","$27,762 ","$39,714 ","$30,522 ",70,2
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,85,"$16,131 ","$29,246 ","$44,332 ","$34,156 ",67,3
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,77,"$18,234 ","$33,156 ","$55,029 ","$38,896 ",60,4
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,71,"$16,488 ","$38,263 ","$60,944 ","$39,869 ",55,5
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,66,"$22,097 ","$34,792 ","$59,484 ","$39,662 ",49,6
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,62,"$18,145 ","$31,943 ","$58,611 ","$39,609 ",46,7
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,58,"$23,583 ","$35,843 ","$55,635 ","$41,437 ",41,8
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,58,"$19,844 ","$40,539 ","$55,664 ","$42,753 ",40,9
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,54,"$28,482 ","$40,806 ","$64,292 ","$48,787 ",37,10
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,49,"$26,852 ","$41,917 ","$53,854 ","$43,657 ",34,11
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,47,"$26,264 ","$39,300 ","$55,825 ","$40,989 ",30,12
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,43,"$22,632 ","$37,296 ","$49,672 ","$38,992 ",30,13
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,39,"$12,693 ","$33,790 ","$49,151 ","$35,055 ",27,14
55,Dominguez Hills,2,FTF + FTT,15011,15011,English,90,32,"$24,540 ","$37,672 ","$52,798 ","$38,988 ",21,15
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,160,"$5,386 ","$17,441 ","$31,699 ","$21,983 ",127,1
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,152,"$11,431 ","$21,645 ","$37,477 ","$27,046 ",107,2
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,148,"$10,835 ","$20,675 ","$37,296 ","$26,734 ",104,3
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,139,"$10,139 ","$25,710 ","$40,215 ","$28,456 ",94,4
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,127,"$9,504 ","$20,806 ","$42,801 ","$26,065 ",86,5
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,118,"$12,109 ","$24,198 ","$40,510 ","$28,906 ",77,6
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,96,"$17,602 ","$31,690 ","$53,001 ","$35,988 ",56,7
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,66,"$17,126 ","$33,144 ","$53,044 ","$38,216 ",38,8
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,57,"$17,374 ","$36,444 ","$57,036 ","$44,370 ",32,9
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,48,"$21,697 ","$39,297 ","$56,316 ","$44,784 ",26,10
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,36,"$8,284 ","$31,663 ","$52,198 ","$37,688 ",17,11
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,25,"$14,447 ","$32,575 ","$47,209 ","$37,042 ",12,12
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,18,"$12,832 ","$43,867 ","$75,245 ","$44,663 ",8,13
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,13,"$39,232 ","$40,740 ","$91,182 ","$57,543 ",5,14
55,Dominguez Hills,2,FTF + FTT,15021,15021,English Literature,163,9,"$12,664 ","$34,111 ","$55,935 ","$37,452 ",6,15
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,39,"$9,002 ","$18,100 ","$26,308 ","$22,467 ",29,1
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,39,"$8,852 ","$24,116 ","$38,530 ","$27,392 ",27,2
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,39,"$10,632 ","$20,512 ","$42,965 ","$28,032 ",27,3
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,38,"$13,732 ","$25,100 ","$46,016 ","$32,846 ",27,4
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,37,"$11,737 ","$20,141 ","$47,938 ","$30,297 ",26,5
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,34,"$18,662 ","$25,923 ","$52,008 ","$37,123 ",20,6
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,25,"$27,502 ","$34,697 ","$55,871 ","$40,342 ",17,7
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,14,"$30,300 ","$40,476 ","$51,844 ","$44,194 ",10,8
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,10,"$34,547 ","$43,166 ","$59,174 ","$46,881 ",8,9
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,9,"$30,835 ","$49,109 ","$50,370 ","$46,273 ",7,10
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,5,"$14,044 ","$34,878 ","$53,001 ","$32,914 ",5,11
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,5,"$25,068 ","$36,656 ","$43,689 ","$32,216 ",5,12
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,5,"$19,106 ","$26,091 ","$59,319 ","$35,278 ",5,13
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,4,,,,,4,14
55,Dominguez Hills,2,FTF + FTT,15051,15051,Linguistics,42,3,,,,,2,15
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,46,"$8,184 ","$16,486 ","$31,438 ","$20,516 ",32,1
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,45,"$6,493 ","$18,553 ","$28,357 ","$21,625 ",33,2
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,44,"$11,641 ","$25,269 ","$39,510 ","$27,042 ",30,3
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,37,"$14,036 ","$30,837 ","$50,544 ","$30,786 ",26,4
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,32,"$25,267 ","$37,597 ","$53,006 ","$36,931 ",21,5
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,30,"$21,316 ","$43,773 ","$60,257 ","$39,849 ",18,6
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,22,"$26,632 ","$43,784 ","$62,553 ","$45,921 ",11,7
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,13,"$44,443 ","$52,634 ","$59,078 ","$46,760 ",9,8
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,10,"$44,532 ","$60,601 ","$72,247 ","$62,229 ",8,9
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,7,"$16,289 ","$38,997 ","$64,167 ","$42,153 ",6,10
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,6,"$21,026 ","$64,845 ","$66,376 ","$49,118 ",5,11
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,5,,,,,3,12
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,5,,,,,4,13
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,5,,,,,4,14
55,Dominguez Hills,2,FTF + FTT,15091,15091,Philosophy,46,5,,,,,4,15
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,148,"$8,848 ","$15,962 ","$27,980 ","$18,697 ",111,1
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,144,"$8,642 ","$16,888 ","$26,684 ","$19,696 ",112,2
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,129,"$9,021 ","$20,111 ","$33,577 ","$22,776 ",103,3
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,115,"$9,711 ","$22,070 ","$36,461 ","$26,021 ",87,4
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,100,"$13,065 ","$24,370 ","$41,244 ","$28,440 ",75,5
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,90,"$15,843 ","$29,577 ","$44,493 ","$30,127 ",63,6
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,83,"$16,582 ","$30,175 ","$49,672 ","$33,086 ",58,7
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,62,"$22,262 ","$35,371 ","$55,276 ","$38,405 ",44,8
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,56,"$24,883 ","$37,116 ","$58,163 ","$43,546 ",41,9
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,50,"$27,865 ","$40,857 ","$62,288 ","$47,211 ",35,10
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,40,"$24,978 ","$41,268 ","$57,794 ","$46,384 ",27,11
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,31,"$17,285 ","$24,595 ","$46,367 ","$38,576 ",21,12
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,28,"$26,258 ","$47,981 ","$53,433 ","$49,597 ",17,13
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,22,"$16,549 ","$48,575 ","$62,398 ","$49,187 ",12,14
55,Dominguez Hills,2,FTF + FTT,17011,17011,Mathematics,157,19,"$3,557 ","$47,649 ","$68,816 ","$49,433 ",11,15
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,43,"$4,184 ","$13,293 ","$24,185 ","$16,277 ",29,1
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,41,"$2,739 ","$15,855 ","$28,735 ","$18,267 ",29,2
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,33,"$10,415 ","$18,474 ","$29,691 ","$19,246 ",24,3
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,28,"$7,895 ","$11,056 ","$25,352 ","$17,091 ",20,4
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,22,"$16,237 ","$20,033 ","$30,117 ","$22,492 ",15,5
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,18,"$13,413 ","$25,529 ","$36,655 ","$24,429 ",13,6
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,13,"$22,173 ","$33,856 ","$35,568 ","$32,849 ",9,7
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,10,"$20,104 ","$37,974 ","$47,338 ","$37,094 ",7,8
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,10,"$22,855 ","$26,868 ","$49,554 ","$35,414 ",7,9
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,9,"$26,713 ","$39,191 ","$69,114 ","$64,678 ",7,10
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,7,"$42,542 ","$48,081 ","$74,636 ","$83,848 ",5,11
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,5,,,,,3,12
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,5,,,,,2,13
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,5,,,,,2,14
55,Dominguez Hills,2,FTF + FTT,19021,19021,Physics,45,4,,,,,3,15
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,68,"$10,074 ","$17,857 ","$32,372 ","$22,919 ",53,1
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,65,"$10,753 ","$17,364 ","$33,016 ","$25,357 ",51,2
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,62,"$11,224 ","$29,080 ","$42,693 ","$30,758 ",46,3
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,53,"$13,711 ","$32,822 ","$42,797 ","$32,021 ",36,4
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,47,"$9,510 ","$31,092 ","$42,176 ","$29,068 ",31,5
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,43,"$14,684 ","$32,087 ","$48,202 ","$35,030 ",30,6
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,37,"$19,203 ","$37,359 ","$52,985 ","$38,842 ",23,7
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,32,"$24,962 ","$39,290 ","$49,992 ","$39,395 ",20,8
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,28,"$17,074 ","$38,883 ","$50,149 ","$37,418 ",18,9
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,26,"$26,578 ","$45,281 ","$61,816 ","$43,572 ",15,10
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,23,"$39,869 ","$48,003 ","$61,001 ","$50,488 ",11,11
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,19,"$16,654 ","$33,768 ","$45,367 ","$34,792 ",11,12
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,15,"$18,709 ","$34,517 ","$43,355 ","$33,115 ",9,13
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,12,"$21,736 ","$43,717 ","$49,684 ","$41,017 ",6,14
55,Dominguez Hills,2,FTF + FTT,19051,19051,Chemistry,72,10,"$40,562 ","$43,212 ","$52,848 ","$45,200 ",5,15
55,Dominguez Hills,2,FTF + FTT,19141,19141,Geology,15,14,"$5,586 ","$17,241 ","$28,555 ","$19,523 ",10,1
55,Dominguez Hills,2,FTF + FTT,19141,19141,Geology,15,14,"$11,358 ","$28,140 ","$29,892 ","$22,840 ",9,2
55,Dominguez Hills,2,FTF + FTT,19141,19141,Geology,15,13,"$4,900 ","$12,434 ","$31,304 ","$19,609 ",9,3
55,Dominguez Hills,2,FTF + FTT,19141,19141,Geology,15,12,"$2,721 ","$25,007 ","$48,190 ","$27,559 ",8,4
55,Dominguez Hills,2,FTF + FTT,19141,19141,Geology,15,11,"$4,018 ","$17,744 ","$49,237 ","$27,170 ",8,5
55,Dominguez Hills,2,FTF + FTT,19141,19141,Geology,15,11,"$1,489 ","$29,973 ","$65,542 ","$32,304 ",7,6
55,Dominguez Hills,2,FTF + FTT,19141,19141,Geology,15,9,"$12,775 ","$43,909 ","$74,830 ","$42,243 ",6,7
